# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000     3879.863    11484.969
       0.501        2.000     3879.863    11484.969
       1.003        6.000     3879.863    11484.969
       1.505       12.000     3879.867    11484.969
       2.007       59.800     3879.867    11484.969
       2.507      247.500     3879.879    11484.969
       3.008      287.500     3879.879    11484.969
       3.509      267.400     3879.879    11484.969
       4.010      239.500     3879.879    11484.969
       4.511      279.400     3879.879    11484.969
       5.012      261.500     3879.879    11484.969
       5.513      243.600     3879.879    11484.969
       6.014       55.900     3880.000    11484.969
       6.515        2.000     3880.000    11484.969
       7.017        0.000     3880.000    11484.969
       7.519        2.000     3880.000    11484.969
