# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000     1544.746     9101.863
       0.201        0.000     1544.746     9101.863
       0.402        0.000     1544.746     9101.863
       0.604        5.000     1544.746     9101.863
       0.805        5.000     1544.746     9101.863
       1.006        5.000     1544.746     9101.863
       1.208        5.000     1544.746     9101.863
       1.409        5.000     1544.746     9101.863
       1.610        9.900     1544.746     9101.863
       1.811       19.900     1544.746     9101.863
       2.012       94.700     1544.746     9101.863
       2.212       99.700     1568.965     9136.703
       2.413      109.700     1560.816     9165.863
       2.613      344.000     1681.703     9889.117
       2.814      358.800     1774.664     9889.117
       3.015      388.700     1865.156     9889.117
       3.215      383.900     1973.695     9889.117
       3.416      378.900     2086.102     9889.117
       3.616      353.900     2154.164     9889.117
       3.817      368.600     2194.086     9889.117
       4.018      338.700     2292.559     9889.117
       4.219      392.800     2256.086     9844.617
       4.420      179.200     1570.727     9136.703
       4.620      124.600     1592.379     9889.117
       4.821      383.800     1729.023     9889.117
       5.022      358.900     1789.648     9889.117
       5.222      388.900     1899.992     9889.117
       5.423      383.800     2021.680     9889.117
       5.624      358.800     2125.062     9889.117
       5.824      368.800     2166.312     9889.117
       6.025      338.800     2288.504     9889.117
       6.226      368.600     2292.371     9889.117
       6.426      373.700     1844.969     9780.617
       6.627       99.700     1552.258     9165.863
       6.828      249.300     1654.859     9889.117
       7.028      358.900     1772.648     9889.117
       7.229      378.400     1835.461     9889.117
       7.430      383.600     1961.016     9889.117
       7.631      388.500     2070.586     9889.117
       7.831      348.900     2154.117     9889.117
       8.032      368.900     2193.820     9889.117
       8.232      343.900     2288.410     9889.117
       8.433      383.800     2255.789     9889.117
       8.634      244.300     1568.367     9136.703
       8.834       99.700     1566.820     9165.863
       9.035      368.500     1707.262     9889.117
       9.236      348.900     1789.461     9889.117
       9.436      388.800     1884.594     9889.117
       9.637      378.700     1992.359     9889.117
       9.838      378.700     2096.000     9889.117
      10.038      353.000     2154.266     9889.117
      10.240      368.400     2193.969     9889.117
      10.440      343.400     2292.441     9889.117
      10.641      388.100     2255.938     9844.617
      10.842      179.300     1571.094     9136.703
      11.043      149.600     1603.562     9889.117
      11.244      378.700     1729.156     9889.117
      11.444      358.200     1789.578     9889.117
      11.645      393.600     1907.398     9889.117
      11.846      378.900     2022.383     9889.117
      12.047      363.900     2101.789     9889.117
      12.247      353.800     2154.355     9889.117
      12.448      358.900     2214.426     9889.117
      12.648      343.800     2292.516     9889.117
      12.849      398.100     2256.039     9844.617
      13.050      134.500     1572.484     9136.703
