# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000     1532.508     8780.719
       0.501        0.000     1532.508     8780.719
       1.002        0.000     1532.508     8780.719
       1.503        0.000     1532.508     8780.719
       2.004        4.000     1532.508     8780.719
       2.506       14.000     1532.508     8780.719
       3.007        8.000     1532.539     8780.719
       3.509       29.900     1532.578     8780.719
       4.010      125.700     1597.230     8865.867
       4.511      103.800     1618.113     8865.867
       5.012       99.800     1585.004     8850.215
       5.513      301.400     1829.555    10642.363
       6.014      387.200     2103.520    10642.363
       6.515      379.100     2348.859    10642.363
       7.016      365.200     2468.926    10642.363
       7.517      387.100     2760.770    10642.363
       8.018      389.000     3049.520    10642.363
       8.520      367.200     3177.652    10642.363
       9.021      355.300     3347.289    10642.363
       9.522      393.200     3246.582    10494.148
      10.023      123.700     1614.102     8865.867
      10.524      101.800     1587.000     8850.215
      11.024      217.600     1741.004    10642.363
      11.525      389.300     2012.375    10642.363
      12.026      385.300     2314.520    10642.363
      12.527      365.500     2437.602    10642.363
      13.028      383.300     2665.766    10642.363
      13.529      389.200     2945.234    10642.363
      14.030      369.000     3119.516    10642.363
      14.532      356.700     3346.895    10642.363
      15.033      381.200     3246.715    10494.148
      15.534      221.500     1600.570     8865.867
      16.035      101.800     1618.359     8865.867
      16.536       99.800     1587.133     8850.215
      17.037      325.400     1831.430    10642.363
      17.537      375.700     2056.496    10642.363
      18.038      381.200     2294.191    10642.363
      18.539      341.100     2437.223    10642.363
      19.041      355.200     2567.418    10642.363
      19.542      363.200     2760.520    10642.363
      20.043      385.200     2957.230    10642.363
      20.544      341.200     3091.809    10642.363
      21.045      305.400     3177.402    10642.363
      21.546      351.300     3347.035    10642.363
      22.047      389.400     3246.844    10494.148
      22.548      187.600     1604.051     8865.867
      23.049       99.800     1618.488     8865.867
      23.550      137.800     1643.750    10642.363
      24.050      375.300     1891.441    10642.363
      24.551      385.200     2148.738    10642.363
      25.052      359.300     2348.828    10642.363
      25.554      337.200     2437.445    10642.363
      26.055      361.300     2609.664    10642.363
      26.556      378.700     2818.234    10642.363
      27.058      379.000     3065.477    10642.363
      27.559      363.100     3177.621    10642.363
      28.060      353.300     3347.262    10642.363
      28.561      395.200     3246.570    10494.148
      29.062      109.800     1613.574     8865.867
      29.563      101.800     1586.988     8850.215
      30.064      199.600     1716.062    10642.363
      30.565      387.300     1990.812    10642.363
      31.066      391.000     2274.922    10642.363
      31.567      359.300     2437.375    10642.363
      32.068      383.300     2607.016    10642.363
      32.569      389.300     2887.773    10642.363
      33.070      371.300     3105.883    10642.363
      33.571      341.400     3337.902    10642.363
      34.072      385.000     3347.441    10642.363
      34.573      297.300     1597.309     8865.867
      35.074      103.800     1618.449     8865.867
      35.575      101.800     1587.180     8850.215
      36.076      325.400     1851.770    10642.363
      36.577      387.300     2114.176    10642.363
      37.078      377.300     2348.672    10642.363
      37.579      363.100     2468.746    10642.363
      38.080      387.200     2649.215    10642.363
      38.581      387.200     2877.895    10642.363
      39.082      369.300     3091.879    10642.363
      39.583      365.200     3177.473    10642.363
      40.084      347.300     3346.855    10642.363
      40.585      389.200     3246.406    10494.148
      41.086      179.600     1606.762     8865.867
      41.587      101.900     1618.105     8865.867
      42.088      145.700     1657.785    10642.363
      42.589      383.300     1930.859    10642.363
      43.090      395.200     2203.707    10642.363
      43.591      369.200     2374.199    10642.363
      44.092      367.300     2468.977    10642.363
      44.592      381.300     2688.375    10642.363
      45.093      389.300     2927.367    10642.363
      45.594      367.300     3103.969    10642.363
      46.095      349.400     3224.656    10642.363
      46.596      357.300     3347.117    10642.363
      47.097      391.200     3246.633    10494.148
      47.598      155.600     1533.383     8780.719
      48.100        2.000     1533.383     8780.719
      48.602        4.000     1533.383     8780.719
      49.103        0.000     1533.383     8780.719
      49.605        2.000     1533.383     8780.719
